LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
NLD	LTINT	TOT	PC_PA	A	2010	2.990083	
NLD	LTINT	TOT	PC_PA	A	2011	2.98875	
NLD	LTINT	TOT	PC_PA	A	2012	1.9335	
NLD	LTINT	TOT	PC_PA	A	2013	1.958917	
NLD	LTINT	TOT	PC_PA	A	2014	1.454667	
NLD	LTINT	TOT	PC_PA	A	2015	0.6903333	
NLD	LTINT	TOT	PC_PA	A	2016	0.2910833	
NLD	LTINT	TOT	PC_PA	A	2017	0.5220833	
NLD	LTINT	TOT	PC_PA	A	2018	0.5766667	
NOR	LTINT	TOT	PC_PA	A	1985	12.91167	
NOR	LTINT	TOT	PC_PA	A	1986	13.29917	
NOR	LTINT	TOT	PC_PA	A	1987	13.305	
NOR	LTINT	TOT	PC_PA	A	1988	12.89583	
NOR	LTINT	TOT	PC_PA	A	1989	10.82583	
NOR	LTINT	TOT	PC_PA	A	1990	10.68	
NOR	LTINT	TOT	PC_PA	A	1991	9.996667	
NOR	LTINT	TOT	PC_PA	A	1992	9.606667	
NOR	LTINT	TOT	PC_PA	A	1993	6.880833	
NOR	LTINT	TOT	PC_PA	A	1994	7.435833	
NOR	LTINT	TOT	PC_PA	A	1995	7.424167	
NOR	LTINT	TOT	PC_PA	A	1996	6.773334	
NOR	LTINT	TOT	PC_PA	A	1997	5.888333	
NOR	LTINT	TOT	PC_PA	A	1998	5.4	
NOR	LTINT	TOT	PC_PA	A	1999	5.4975	
NOR	LTINT	TOT	PC_PA	A	2000	6.218333	
NOR	LTINT	TOT	PC_PA	A	2001	6.236667	
NOR	LTINT	TOT	PC_PA	A	2002	6.384167	
NOR	LTINT	TOT	PC_PA	A	2003	5.045	
NOR	LTINT	TOT	PC_PA	A	2004	4.368333	
NOR	LTINT	TOT	PC_PA	A	2005	3.745833	
NOR	LTINT	TOT	PC_PA	A	2006	4.076667	
NOR	LTINT	TOT	PC_PA	A	2007	4.774167	
NOR	LTINT	TOT	PC_PA	A	2008	4.458333	
NOR	LTINT	TOT	PC_PA	A	2009	3.998333	
NOR	LTINT	TOT	PC_PA	A	2010	3.528333	
NOR	LTINT	TOT	PC_PA	A	2011	3.135	
NOR	LTINT	TOT	PC_PA	A	2012	2.101667	
NOR	LTINT	TOT	PC_PA	A	2013	2.5775	
NOR	LTINT	TOT	PC_PA	A	2014	2.515	
NOR	LTINT	TOT	PC_PA	A	2015	1.565	
NOR	LTINT	TOT	PC_PA	A	2016	1.331667	
NOR	LTINT	TOT	PC_PA	A	2017	1.6375	
NOR	LTINT	TOT	PC_PA	A	2018	1.879167	
NZL	LTINT	TOT	PC_PA	A	1970	5.5075	
NZL	LTINT	TOT	PC_PA	A	1971	5.516667	
NZL	LTINT	TOT	PC_PA	A	1972	5.523334	
NZL	LTINT	TOT	PC_PA	A	1973	5.796667	
NZL	LTINT	TOT	PC_PA	A	1974	6.0825	
NZL	LTINT	TOT	PC_PA	A	1975	6.326667	
NZL	LTINT	TOT	PC_PA	A	1976	8.341666	
NZL	LTINT	TOT	PC_PA	A	1977	9.239166	
NZL	LTINT	TOT	PC_PA	A	1978	9.979167	
NZL	LTINT	TOT	PC_PA	A	1979	11.97909	
NZL	LTINT	TOT	PC_PA	A	1980	13.28333	
NZL	LTINT	TOT	PC_PA	A	1981	12.8325	
NZL	LTINT	TOT	PC_PA	A	1982	12.89333	
NZL	LTINT	TOT	PC_PA	A	1983	12.1825	
NZL	LTINT	TOT	PC_PA	A	1984	12.61	
NZL	LTINT	TOT	PC_PA	A	1985	17.6575	
NZL	LTINT	TOT	PC_PA	A	1986	16.4475	
NZL	LTINT	TOT	PC_PA	A	1987	15.71	
NZL	LTINT	TOT	PC_PA	A	1988	13.11583	
NZL	LTINT	TOT	PC_PA	A	1989	12.82917	
NZL	LTINT	TOT	PC_PA	A	1990	12.445	
NZL	LTINT	TOT	PC_PA	A	1991	10.11	
NZL	LTINT	TOT	PC_PA	A	1992	8.401667	
NZL	LTINT	TOT	PC_PA	A	1993	6.934166	
NZL	LTINT	TOT	PC_PA	A	1994	7.630833	
NZL	LTINT	TOT	PC_PA	A	1995	7.779167	
NZL	LTINT	TOT	PC_PA	A	1996	7.894166	
NZL	LTINT	TOT	PC_PA	A	1997	7.191667	
NZL	LTINT	TOT	PC_PA	A	1998	6.2875	
NZL	LTINT	TOT	PC_PA	A	1999	6.4125	
NZL	LTINT	TOT	PC_PA	A	2000	6.8525	
NZL	LTINT	TOT	PC_PA	A	2001	6.393333	
NZL	LTINT	TOT	PC_PA	A	2002	6.5275	
NZL	LTINT	TOT	PC_PA	A	2003	5.866667	
NZL	LTINT	TOT	PC_PA	A	2004	6.065834	
NZL	LTINT	TOT	PC_PA	A	2005	5.875	
NZL	LTINT	TOT	PC_PA	A	2006	5.780833	
NZL	LTINT	TOT	PC_PA	A	2007	6.265	
NZL	LTINT	TOT	PC_PA	A	2008	6.080833	
NZL	LTINT	TOT	PC_PA	A	2009	5.456666	
NZL	LTINT	TOT	PC_PA	A	2010	5.603333	
NZL	LTINT	TOT	PC_PA	A	2011	4.945	
NZL	LTINT	TOT	PC_PA	A	2012	3.685	
NZL	LTINT	TOT	PC_PA	A	2013	4.093333	
NZL	LTINT	TOT	PC_PA	A	2014	4.304167	
NZL	LTINT	TOT	PC_PA	A	2015	3.423333	
NZL	LTINT	TOT	PC_PA	A	2016	2.761667	
NZL	LTINT	TOT	PC_PA	A	2017	2.990833	
NZL	LTINT	TOT	PC_PA	A	2018	2.754167	
PRT	LTINT	TOT	PC_PA	A	1994	10.47833	
PRT	LTINT	TOT	PC_PA	A	1995	11.465	
PRT	LTINT	TOT	PC_PA	A	1996	8.559167	
PRT	LTINT	TOT	PC_PA	A	1997	6.358333	
PRT	LTINT	TOT	PC_PA	A	1998	4.8775	
PRT	LTINT	TOT	PC_PA	A	1999	4.7775	
PRT	LTINT	TOT	PC_PA	A	2000	5.595	
PRT	LTINT	TOT	PC_PA	A	2001	5.158333	
PRT	LTINT	TOT	PC_PA	A	2002	5.006667	
PRT	LTINT	TOT	PC_PA	A	2003	4.180083	
PRT	LTINT	TOT	PC_PA	A	2004	4.143917	
PRT	LTINT	TOT	PC_PA	A	2005	3.437917	
PRT	LTINT	TOT	PC_PA	A	2006	3.914667	
PRT	LTINT	TOT	PC_PA	A	2007	4.424141	
PRT	LTINT	TOT	PC_PA	A	2008	4.519855	
PRT	LTINT	TOT	PC_PA	A	2009	4.210149	
PRT	LTINT	TOT	PC_PA	A	2010	5.396408	
PRT	LTINT	TOT	PC_PA	A	2011	10.23912	
PRT	LTINT	TOT	PC_PA	A	2012	10.54652	
PRT	LTINT	TOT	PC_PA	A	2013	6.293129	
PRT	LTINT	TOT	PC_PA	A	2014	3.75395	
PRT	LTINT	TOT	PC_PA	A	2015	2.423333	
PRT	LTINT	TOT	PC_PA	A	2016	3.171667	
PRT	LTINT	TOT	PC_PA	A	2017	3.0525	
PRT	LTINT	TOT	PC_PA	A	2018	1.839167	
SWE	LTINT	TOT	PC_PA	A	1987	11.68	
SWE	LTINT	TOT	PC_PA	A	1988	11.35167	
SWE	LTINT	TOT	PC_PA	A	1989	11.18	
SWE	LTINT	TOT	PC_PA	A	1990	13.15917	
SWE	LTINT	TOT	PC_PA	A	1991	10.69083	
SWE	LTINT	TOT	PC_PA	A	1992	10.01667	
SWE	LTINT	TOT	PC_PA	A	1993	8.539166	B
SWE	LTINT	TOT	PC_PA	A	1994	9.495	B
SWE	LTINT	TOT	PC_PA	A	1995	10.24417	
SWE	LTINT	TOT	PC_PA	A	1996	8.026667	
SWE	LTINT	TOT	PC_PA	A	1997	6.614167	
SWE	LTINT	TOT	PC_PA	A	1998	4.989167	
SWE	LTINT	TOT	PC_PA	A	1999	4.98	
SWE	LTINT	TOT	PC_PA	A	2000	5.3675	
SWE	LTINT	TOT	PC_PA	A	2001	5.1075	
SWE	LTINT	TOT	PC_PA	A	2002	5.303333	
SWE	LTINT	TOT	PC_PA	A	2003	4.638333	
SWE	LTINT	TOT	PC_PA	A	2004	4.425	
SWE	LTINT	TOT	PC_PA	A	2005	3.3825	
SWE	LTINT	TOT	PC_PA	A	2006	3.704167	
SWE	LTINT	TOT	PC_PA	A	2007	4.1675	
SWE	LTINT	TOT	PC_PA	A	2008	3.8875	
SWE	LTINT	TOT	PC_PA	A	2009	3.25	
SWE	LTINT	TOT	PC_PA	A	2010	2.893333	
SWE	LTINT	TOT	PC_PA	A	2011	2.605	
SWE	LTINT	TOT	PC_PA	A	2012	1.5925	
SWE	LTINT	TOT	PC_PA	A	2013	2.120833	
SWE	LTINT	TOT	PC_PA	A	2014	1.72	
SWE	LTINT	TOT	PC_PA	A	2015	0.7191667	
SWE	LTINT	TOT	PC_PA	A	2016	0.5191666	
SWE	LTINT	TOT	PC_PA	A	2017	0.655	
SWE	LTINT	TOT	PC_PA	A	2018	0.6516666	
USA	LTINT	TOT	PC_PA	A	1970	7.348333	
USA	LTINT	TOT	PC_PA	A	1971	6.159167	
USA	LTINT	TOT	PC_PA	A	1972	6.21	
USA	LTINT	TOT	PC_PA	A	1973	6.8425	
USA	LTINT	TOT	PC_PA	A	1974	7.5575	
USA	LTINT	TOT	PC_PA	A	1975	7.9875	
USA	LTINT	TOT	PC_PA	A	1976	7.611667	
USA	LTINT	TOT	PC_PA	A	1977	7.419167	
USA	LTINT	TOT	PC_PA	A	1978	8.41	
USA	LTINT	TOT	PC_PA	A	1979	9.4425	
USA	LTINT	TOT	PC_PA	A	1980	11.46	
USA	LTINT	TOT	PC_PA	A	1981	13.91083	
USA	LTINT	TOT	PC_PA	A	1982	13.00167	
USA	LTINT	TOT	PC_PA	A	1983	11.105	
USA	LTINT	TOT	PC_PA	A	1984	12.43833	
USA	LTINT	TOT	PC_PA	A	1985	10.62333	
USA	LTINT	TOT	PC_PA	A	1986	7.6825	
USA	LTINT	TOT	PC_PA	A	1987	8.384167	
USA	LTINT	TOT	PC_PA	A	1988	8.845834	
USA	LTINT	TOT	PC_PA	A	1989	8.498333	
USA	LTINT	TOT	PC_PA	A	1990	8.55	
USA	LTINT	TOT	PC_PA	A	1991	7.858333	
USA	LTINT	TOT	PC_PA	A	1992	7.01	
USA	LTINT	TOT	PC_PA	A	1993	5.873333	
USA	LTINT	TOT	PC_PA	A	1994	7.08	
USA	LTINT	TOT	PC_PA	A	1995	6.58	
USA	LTINT	TOT	PC_PA	A	1996	6.438334	
USA	LTINT	TOT	PC_PA	A	1997	6.3525	
USA	LTINT	TOT	PC_PA	A	1998	5.264167	
USA	LTINT	TOT	PC_PA	A	1999	5.636667	
USA	LTINT	TOT	PC_PA	A	2000	6.029167	
USA	LTINT	TOT	PC_PA	A	2001	5.0175	
USA	LTINT	TOT	PC_PA	A	2002	4.610833	
USA	LTINT	TOT	PC_PA	A	2003	4.015	
USA	LTINT	TOT	PC_PA	A	2004	4.274167	
USA	LTINT	TOT	PC_PA	A	2005	4.29	
USA	LTINT	TOT	PC_PA	A	2006	4.791667	
USA	LTINT	TOT	PC_PA	A	2007	4.629167	
USA	LTINT	TOT	PC_PA	A	2008	3.666667	
USA	LTINT	TOT	PC_PA	A	2009	3.256667	
USA	LTINT	TOT	PC_PA	A	2010	3.214167	
USA	LTINT	TOT	PC_PA	A	2011	2.785833	
USA	LTINT	TOT	PC_PA	A	2012	1.8025	
USA	LTINT	TOT	PC_PA	A	2013	2.350833	
USA	LTINT	TOT	PC_PA	A	2014	2.540833	
USA	LTINT	TOT	PC_PA	A	2015	2.135833	
USA	LTINT	TOT	PC_PA	A	2016	1.841667	
USA	LTINT	TOT	PC_PA	A	2017	2.33	
USA	LTINT	TOT	PC_PA	A	2018	2.91	
