"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2.60751753969658,5.28827889480445,2.84706790008528,5.82534201178472,1.95163723147619,1.24159875725879,2.93104108554128,4.06741266472786,2.80266438408494,5.85470112494633,3.87767451118197,3.24288351916166,1.21239415859784,3.96081673821774,3.60587317166658
