"","x"
"1",2.83681547887976
"2",2.83681547887976
"3",5.37145660396489
"4",4.20832447236779
"5",2.07482955979077
"6",6.09001594347137
"7",3.84536196159236
"8",2.88347285730788
"9",8.60045509101594
"10",4.40328193008813
"11",3.2428832692614
"12",1.24850268086472
"13",3.96170818567171
"14",15.5158143582184
