"","x"
"1",2.73047969807686
"2",2.73047969807686
"3",5.54946172107945
"4",4.69593878636879
"5",3.0327455783004
"6",7.64011752510222
"7",2.93996502652295
"8",2.17544016315246
"9",3.84727576866591
"10",6.84686042018345
