"","x"
"1",2.9054986204433
"2",2.9054986204433
"3",6.40284814206345
"4",4.79961607452143
"5",3.50889905374199
"6",2.61191198552099
"7",4.63654636650608
"8",3.41523473986059
"9",6.4167777479869
"10",4.63897336102485
"11",3.04145036987342
"12",1.6312726103652
"13",5.33340372053558
"14",0.538638314949768
