"","x"
"1",1.95254700197546
"2",1.95254700197546
"3",5.079482752301
"4",4.61019809448644
"5",3.26794208787452
"6",7.64276402154719
"7",2.25678486389635
"8",1.34832697551749
"9",3.96787344750374
"10",7.7933415659859
