"","x"
"1",2.83533735347594
"2",2.83533735347594
"3",5.41084134733191
"4",4.62929432525917
"5",2.7302167998909
"6",2.97507796549948
"7",7.63536795725056
"8",3.0819165976582
"9",1.21918037133471
"10",3.06680842078305
"11",0.707414406727224
