"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",3.52417106260812e-05,0.000344607444168941,0.0026880268339014,7.00035500574647e-05,0.00528129008623153,0.00196702168563917,2.4639930365688e-05,0.00713145430787945,0.000196041595735539,0.000249581224134446,0.000637965433808006,0.000980185179837989,6.90276375966769e-05,5.24540193282344e-05,3.65944868075976e-05
"3",2.42096278181446e-05,0.000168490432652685,2.41789918687455e-07,0.000270680644278817,0.00413896674481512,0.0165377643303837,0.00369034345692732,0.00309290244206242,0.00100527974482772,0.000471960676661789,0.00157149041523031,0.00172339221537984,0.000402488046643222,2.11443200754131e-05,0.000443454660839859
"4",2.7685040716172e-05,2.8844345250314e-06,0.0136158438524314,0.000207481971994663,0.00583555872838044,0.0206728889351381,0.00204457137787405,0.000613848406456753,0.00532265443662131,0.00240341682402509,0.00143617881748511,0.0011089132578146,0.00242329639700841,3.18990941058058e-06,2.7380024325698e-05
"5",4.51957098617e-05,3.58819187604448e-06,0.0123322588323786,0.00070676037785422,0.00772542660742588,0.0306026898803542,0.00786909959747227,0.000249091691583283,0.017444644189355,0.00327513715587123,1.19850185068431e-05,0.000227112884858116,1.49765862703881e-05,0.000239243804164891,0.000154203844137814
"6",0.000342121801480482,0.000238319823131336,0.0675600971239412,0.00344280398510173,0.001100188670836,0.0357200961881666,0.0257030572913056,0.00457104273919044,0.0122501339639451,6.21399896287954e-06,0.00472410651698063,0.00902431349687496,2.83511450503832e-05,0.00107399401292532,0.00169975736561256
"7",0.000231998461087694,0.000850355943581408,0.0717826790767368,9.0392396275118e-05,0.00307124530455318,0.0130173030591876,0.134033546383831,0.002312418203994,0.00710875937543063,0.000136771734473948,0.00250510629012105,0.0147943571794848,2.33352735793926e-07,0.000360814488222589,0.00534821673998335
"8",9.54024254265203e-05,0.000585109125125907,0.0386771596313925,0.00029723423614262,0.0179378065077145,0.00234138215603736,0.329414695298591,0.000672356154578183,0.000798397891157191,0.000368923645604604,7.58793618660127e-05,0.00613441713119756,0.000106873291908041,3.9270822510459e-05,0.00599859975376977
"9",0.000239654599087805,0.000359340748687731,0.0282287484170929,0.00025912658859127,0.0209207434813302,0.00158104483876557,0.50721955698087,1.20490188856782e-05,3.98750234891056e-05,0.000175687102543419,0.000134499466062284,0.00880042335531411,0.000545037798470718,0.000413554269472625,0.00714128049566857
"10",0.0008377678974283,0.000316821444308677,0.0159714861681578,0.00027440492465488,0.0161470629832798,0.00161219388596561,0.657697563267229,0.00438154332097071,0.000229560076804392,8.48473456899667e-05,0.000320151241842021,0.0124658052158522,0.000611128967151315,0.000146916124254691,0.00419033801435115
"11",2.8414971960151e-05,6.94670703851982e-05,0.00345550026072164,4.50939040988749e-05,0.0185764642132487,3.55688115927456e-07,0.550346171896428,0.0129344810495645,0.000169108098668764,0.00126391810568581,0.000411082951286433,0.00674784258789399,0.000450316197122087,0.000107301971893755,0.00232255194476963
"12",7.84121612731919e-05,0.000303105522375454,0.000190126441251729,0.000561222599994748,0.0166752437178091,0.000224135832589613,0.682000986136028,0.0401354875861755,0.00151659725775662,3.26153857153804e-08,0.000510344922246102,0.00483603938584186,0.00253544685957446,9.42243283834467e-05,0.000260772404493399
"13",6.61424353667095e-06,0.0017654093985221,0.035952563074703,6.77553491994194e-05,0.0283017716773701,0.00345747623961295,1.00552166898954,0.0299940594132133,0.000573352632760388,0.00129272319163074,0.000336029280789911,0.00996578384198388,0.000292584430848194,0.000587942563997366,0.000119129839035983
"14",0.000218285603521598,0.000291256969391874,0.0726457105833399,0.000185865357655919,0.0135135114176105,0.00354118379845689,1.72362736062734,0.0151416724596556,0.00208148527621949,2.8580764070055e-05,0.000389297811540845,0.0134663736022185,1.82539726943151e-05,0.000275232529238503,0.000153090523061549
"15",6.93721294564072e-06,6.62523850145303e-06,0.0675632865831573,0.000426239493845415,0.01334385330802,0.00151625755019638,2.64496011325509,0.0128608882188532,0.00328043279995137,0.000823061424310191,0.000725633662896509,0.0181981209289291,0.00107613032621928,0.000377134894222434,0.000305344008381055
"16",4.56086492677823e-05,0.000540030574891218,0.0860343808168319,0.00158417883087926,0.010103360833601,0.00359115586328711,3.31919013828239,0.0115429770434814,0.00131241636700611,0.00435651790315176,3.06343001528792e-05,0.0144024862231936,0.000399545651878632,0.000315611784750867,0.00156986687696363
"17",0.000165245315474896,0.000110852565883207,0.0647750925221107,0.00486789656592586,0.0434315522349647,0.00499169868735808,4.68000738392525,0.00903541902370846,0.000704725424529939,0.00267637428451976,6.31015081114596e-05,0.0177948817599423,0.00045783336314077,0.000813747276142808,0.00252292211226335
"18",0.000191771663001795,0.000585440722581478,0.0614417764282252,0.000391180739366211,0.118568099666682,0.000994301047886396,6.45737972205693,0.0553416536101315,0.00369742683407979,4.29720200921852e-05,0.000756752150763682,0.0255498570781804,4.89349581846009e-05,5.09732893959559e-06,0.00317373149938585
