"","x"
"1",2.8418525073172
"2",2.8418525073172
"3",6.14408357026213
"4",4.73894654629841
"5",3.49455437179291
"6",3.27094032423612
"7",5.14656979831203
"8",3.66276940281033
"9",6.93696016205638
"10",4.6547803627232
"11",3.04144935168115
"12",1.36467838711091
"13",6.33907299465023
"14",0.476927339752022
