"","x"
"1",1.95529839065641
"2",1.95529839065641
"3",3.58789641501357
"4",4.50095126352076
"5",3.03280836856085
"6",7.64173540918362
"7",4.38648030555409
"8",3.17008012637939
"9",5.04718423010015
"10",7.87288620188785
