"","x"
"1",2.4504863349281
"2",2.4504863349281
"3",4.36766678906136
"4",4.6655415952846
"5",2.33282907848325
"6",8.11566173679055
"7",4.34865978970504
"8",3.21206565855001
"9",8.72149517918264
"10",4.40310999562495
"11",3.24288382191785
"12",1.68963932857811
"13",4.22437028670526
"14",15.2935683128051
