"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2.74407031360824,2.43516995616835,3.09885259388082,4.53260698902156,2.3208123268036,1.252247015341,2.93104110490236,4.34866476167594,2.81663387967554,7.63713121864495,4.40720242844819,3.2428832543856,2.54517922204068,2.46361749343942,4.97208452364277
